face_id,condition,Manipulation,score
230,none,Symmetry,1.8823529411764706
232,manipulated,Averageness,3.9565217391304346
232,manipulated,Femininity,4.0
232,manipulated,Masculinity,3.6956521739130435
232,manipulated,Symmetry,3.8947368421052633
232,none,Averageness,3.4444444444444446
232,none,Femininity,3.238095238095238
232,none,Masculinity,4.2592592592592595
232,none,Symmetry,3.3043478260869565
234,manipulated,Averageness,3.3636363636363638
234,manipulated,Femininity,3.4
234,manipulated,Masculinity,3.6538461538461537
234,manipulated,Symmetry,4.375
234,none,Averageness,4.0
234,none,Femininity,3.3333333333333335
234,none,Masculinity,4.333333333333333
234,none,Symmetry,3.8846153846153846
236,manipulated,Averageness,4.368421052631579
236,manipulated,Femininity,3.210526315789474
236,manipulated,Masculinity,3.0952380952380953
236,manipulated,Symmetry,3.272727272727273
236,none,Averageness,3.272727272727273
236,none,Femininity,3.409090909090909
236,none,Masculinity,3.4827586206896552
236,none,Symmetry,2.65
240,manipulated,Averageness,2.9047619047619047
240,manipulated,Femininity,2.7142857142857144
240,manipulated,Masculinity,2.5483870967741935
240,manipulated,Symmetry,2.8
240,none,Averageness,2.8
240,none,Femininity,2.3
240,none,Masculinity,2.8947368421052633
240,none,Symmetry,2.7058823529411766
241,manipulated,Averageness,2.925925925925926
241,manipulated,Femininity,2.3703703703703702
241,manipulated,Masculinity,1.8709677419354838
241,manipulated,Symmetry,1.8
241,none,Averageness,2.142857142857143
241,none,Femininity,2.0
241,none,Masculinity,2.8421052631578947
241,none,Symmetry,2.411764705882353
242,manipulated,Averageness,4.133333333333334
242,manipulated,Femininity,5.173913043478261
242,manipulated,Masculinity,5.304347826086956
242,manipulated,Symmetry,5.045454545454546
242,none,Averageness,4.961538461538462
242,none,Femininity,5.277777777777778
242,none,Masculinity,5.703703703703703
242,none,Symmetry,5.05
243,manipulated,Averageness,3.388888888888889
243,manipulated,Femininity,3.0
243,manipulated,Masculinity,3.4583333333333335
243,manipulated,Symmetry,3.0
243,none,Averageness,3.217391304347826
243,none,Femininity,3.3157894736842106
243,none,Masculinity,3.4615384615384617
243,none,Symmetry,2.9565217391304346
245,manipulated,Averageness,3.217391304347826
245,manipulated,Femininity,2.65
245,manipulated,Masculinity,2.782608695652174
245,manipulated,Symmetry,3.125
245,none,Averageness,2.7222222222222223
245,none,Femininity,2.619047619047619
245,none,Masculinity,3.4814814814814814
245,none,Symmetry,2.4444444444444446
246,manipulated,Averageness,4.96
246,manipulated,Femininity,5.304347826086956
246,manipulated,Masculinity,5.517241379310345
246,manipulated,Symmetry,5.3
246,none,Averageness,4.5
246,none,Femininity,4.833333333333333
246,none,Masculinity,5.190476190476191
246,none,Symmetry,5.136363636363637
251,manipulated,Averageness,3.9473684210526314
251,manipulated,Femininity,4.375
251,manipulated,Masculinity,4.333333333333333
251,manipulated,Symmetry,3.7142857142857144
251,none,Averageness,4.090909090909091
251,none,Femininity,3.823529411764706
251,none,Masculinity,4.068965517241379
251,none,Symmetry,4.571428571428571
253,manipulated,Averageness,4.0476190476190474
253,manipulated,Femininity,3.8823529411764706
253,manipulated,Masculinity,4.366666666666666
253,manipulated,Symmetry,4.0
253,none,Averageness,4.4
253,none,Femininity,3.625
253,none,Masculinity,5.05
253,none,Symmetry,4.0
255,manipulated,Averageness,4.0
255,manipulated,Femininity,3.619047619047619
255,manipulated,Masculinity,3.5
255,manipulated,Symmetry,2.88
255,none,Averageness,3.5454545454545454
255,none,Femininity,3.45
255,none,Masculinity,3.8666666666666667
255,none,Symmetry,3.764705882352941
256,manipulated,Averageness,3.0
256,manipulated,Femininity,2.869565217391304
256,manipulated,Masculinity,2.7857142857142856
256,manipulated,Symmetry,2.5
256,none,Averageness,2.9583333333333335
256,none,Femininity,2.2222222222222223
256,none,Masculinity,3.272727272727273
256,none,Symmetry,3.388888888888889
